,text,tag,senti_polarity
1293, 【励志句子】伟大的人并不是能够改变物质的人，而是能够改变我的心境的人。[美]爱默森《爱默森文选》第22页。,正能量,positive
1294, 【励志句子】美大半是借助于感官的干预而机械地对人的心灵发生作用的物体的某种品质。[英]帕克《关于崇高与美的观念的根源的哲学探讨》，引自《古典文艺理论译丛》第5辑，第55页。,正能量,positive
1295, 同样是赌博，有的称为犯罪；有的叫献爱心。提不同的是，前者仅用个人名义，后者盗用集体名义。某种境况下，冠冕堂皇的名份是成事的基石；狐假虎威的包装是成功的母亲。,正能量,positive
1296, 【人生感悟】坚强的人，不是没有眼泪，而是把眼泪变成了行动的汗水；勇敢的人，不是没有退缩，而是把退缩留给了不理智的人。成功的人，不是没有倒下；而是倒下去之后选择了担当。,正能量,positive
1297, 【正能量句子】衡之于左右，无私轻重，故可以为平。绳之于内外，无私曲直，故可以为正。兰生幽谷，不如真服而不芳；君子行义，不如莫知而止体。圣人之于善也，无小以不举；其于过也，无微而不改。一刘安,正能量,positive
1298, 人总是在克服一个一个困难的前提下才能够有所收获、有所成功。只有迎难而上、知难而进，这才是应有的精神。,正能量,positive
1299, 【正能量语录】青春——人的一生中最美好的年岁。它是一个人的生命含苞待放的时期，生机勃发、朝气蓬勃；它意味着进取，意味着上升，蕴含着巨大希望的未知数。——[法国]岑桑,正能量,positive
1300, 【励志语句】即将告别的日子，把轻松装在心里，放在手上，不要为再次相遇祈祷。记着，该洒脱的就洒脱，该放弃的亦当顺乎自然……,正能量,positive
1301, 成功没有捷径，历史上有成绩的人，老是敢于举动，也会常常失败。不要让对失败的胆怯，绊住你尝试新事物的脚步。,正能量,positive
1302, 川沙古城墙建于1557年，是当时川沙人民为抵御倭寇入侵而建。凭借此城墙，川沙人民成功地击退了倭寇的多次侵袭。此城墙为中华民族不屈不挠抵御外侮的物证。,正能量,positive
1303, 要去追求自己的梦想，在寻找梦想的同时，其实也是一种人格上的升华，它会使你变的坚毅、变得成熟。因为有时候在寻找的同时重要的也许是过程，而这些过程的总合能就是最后的目的地。,正能量,positive
1304, 【为人着想关系好】对上充满敬畏心，对下敢于负责任；同事相互多尊重，朋友相处要真诚；商场关系在诚信，收获好处要感恩；人的关系不复杂，真心待人长相处。,正能量,positive
1305, 【正能量句子】全人类作为一个整体去征服自然使之为人类服务已经不是梦想，是可以实现的。[德]埃里希·弗罗姆《人性的追求》第2页。,正能量,positive
1306, 童年的梦是生活的太阳，面对它时，再酸楚的泪都会折射出绚丽的色彩，也正是因为童年的梦，我们会不断拼搏，不断努力去追求那个梦，一直走，一直向成功走。,正能量,positive
1307, 人生勿用颓废去填充，日子勿用散漫去度过，成功勿用不可能去找借口；人生的苦难是必经之路，但总是需要你微笑面对，这样的人生才是精彩而难忘的。,正能量,positive
1308, 【正能量句子】对真理和知识的追求并为之奋斗，是人的最高品质之一——尽管把这种自豪喊得最响的往往是那些努力最小的人。——爱因斯坦,正能量,positive
1309, 【励志句子】没有自我尊重，就没有道德的纯洁性和丰富的个性精神。对自身的尊重、荣誉感、自豪感、自尊心——这是一块磨练细腻的感情的顽石。——[前苏联]苏霍姆林斯基,正能量,positive
1310, 成就与出身无关，与信心有关。这个世界是用自信心创造出来的。有自信，积极的面对自己所拥有的一切，这种积极与自信会帮助人登上成功的山顶。,正能量,positive
1311, 一个人成长的过程是不断在失败中找找、把握机会的过程，没有失败就无所谓成功。没有遭遇过挫折与失败的人生是不丰富的人生，就像白开水，纯净却没有味道。,正能量,positive
1312, 一种美德的幼芽、蓓蕾，这是最宝贵的美德，是一切道德之母，这就是谦逊；有了这种美德我们会其乐无穷。——加尔多斯,正能量,positive
1313, 创意、乐意。努力就是光，成功就是影。没有光哪儿来影？让我们将事前的忧虑，换为事前的思考与计划吧。人生伟业的建立，不在能知，乃在能行。,正能量,positive
1314, 【励志句子】人的本质就在于他的意志有所追求，一个追求满足了又重新追求，如此永远不息。——[德国]叔本华,正能量,positive
1315, 我相信，天才骨子里都有一点自卑，成功的强者内心深处往往埋着一段屈辱的经历。,正能量,positive
1316, 【正能量句子】对我来说，书是阳光，是灯火；如果没有了它们的伴随，我的眼前和心里都将是黑暗的一片。浩然《作家童年散文百篇》第12页。,正能量,positive
1317, 【励志句子】拼命去争取成功，但不要期望一定会成功。[英]法拉第引自《伟大科学家的生活传记》第122页。,正能量,positive
1318, 【正能量语录】掌握无论哪一种知识对智力都是有用的。它会把无用的东西抛开而把好的东西保留住。[意]达·芬奇《笔记》第95页。,正能量,positive
1319, 当一个人与成功失之交臂，会在内心自我安慰，也许就算我倾尽全力也办不到呢。,正能量,positive
1320, 当人将要度完一生的时候，对已经走过得路，回想起来无不感慨万千。有成功的喜悦，也有过失的遗憾，但是却无法延续和弥补，唯能做到的是把最后这一段路走好，而这段路更难走。,正能量,positive
1321, 勇敢地面对生活的各种挑战，始终保持着蓬勃朝气、昂扬锐气、浩然正气；对事业来说，这是成功的基础。,正能量,positive
1322, 【正能量语录】真诚不在于说出自己的全部思想，而在于在表达的即刻，永远表达仅仅自己当时所想。[法]莫洛亚《莫洛亚箴言和对话集》第20页。,正能量,positive
1323, 坚韧是成功的一大要素，只要在门上敲得够久、够大声，终会把人唤醒的。,正能量,positive
1324, 是期望太多，不要总是为别人，而不是把所有的希望寄托在自己，并努力付诸行动，或许你会越来越接近幸福与成功。,正能量,positive
1325, 【正能量句子】只有当丑力求自炫为美的时候，那个时候丑才变成了滑稽。[俄]车尔尼雪夫斯基《美学论文集》第111页。,正能量,positive
1326, 一个勇于接受忠言的弱者，能在逆境中取胜；一个总以为自己高明的强者，能在瞬间从高峰跌人低谷。,正能量,positive
1327, 从你下决心实现目标那一刻起，你就注定会成功；如果你什么也不做，你注定要失败。,正能量,positive
1328, 最大的成功，不仅是你自己成功，同时也让你敌人成功。你必须用所有的天分、无限的热情与不承认失败的致胜决心，去支持你的野心。渴望找找有共同梦想的人为伴为友。永远保持积极乐观态度。,正能量,positive
1329, 【励志句子】如果你愿意失去你的幸福，就应该控制这种突如其来的爱情冲动。幸福就在你眼前，但你必须经一些考验才能得到它。——[德国]歌德,正能量,positive
1330, 【励志句子】机遇是建立在脚踏实地、艰苦奋斗的基础之上的。想只凭机遇建功立业的人，那他一定不会成为真正有价值的人。,正能量,positive
1331, 【励志句子】春雷乍响，唤醒沉睡的万物，春天来了，让我们揉醒双眼，张开双臂，迎接这个美好的新春佳节。,正能量,positive
1332, 【励志句子】使你的父亲感到荣耀的莫过于你以最大的热诚继续你的学业，并努力奋发以期成为一个诚实而杰出的男子汉。——[德国]贝多芬,正能量,positive
1333, 其实男生和女生之间本可以有纯真的友谊，但如果一开始你就用暧昧的方法对待他，那你就没那个命拥有一个蓝颜知己。,正能量,positive
1334, 【励志句子】对年轻人来说，朋友是提醒他们不犯错误的谋士；对老年人来说，朋友是补充他们衰竭的体力、照顾他们生活困难的助手；对成年人来说，朋友是辅佐他们完成宏伟事业的臂膀。——亚里士多德,正能量,positive
1335, 世上最凄绝的距离是两个人本来距离很远，互不相识，忽然有一天，他们相识，相爱，距离变得很近。然后有一天，不再相爱了，本来很近的两个人，变得很远，甚至比从前更远。,正能量,positive
1336, 每月记账。林黛玉大概是不记账的，所以很快连燕窝也吃不起了；宝钗则一定会记，最后成功当上了二奶奶。你看，财富观即人生观。,正能量,positive
1337, 【励志句子】你我都曾在匆匆来去中寻求真实，然而真实并不一定完美：如果你自己认为寻到了完美，那是虚伪在骗自己。,正能量,positive
1338, 【正能量句子】只有把整个身心全部奉献给自己事业的人才有希望成为名副其实的大师，因此大师的高超能力，需要一个人的全部心血。——爱因斯坦,正能量,positive
1339, 女人的成功是靠男人的，很多时候一点错也没有，但男人的成功其实也是靠男人的。,正能量,positive
1340, 与计较人在一起会自私，与慷慨人在一起会大方；与抱怨人在一起会失败，与成功人在一起易成功。,正能量,positive
1341, 有很多人对我说过，你真失败。其实我自己也觉得，可是，我很自豪。作为一个失败的典型，我灰常的成功。,正能量,positive
1342, 【正能量句子】鲁莽和懦怯都是过失；勇敢的美德是这两个极端的折中。不过宁可勇敢过头而鲁莽，不要勇敢不足而懦怯。——[西]塞万提斯,正能量,positive
1343, 就算我不是天才，就算我再努力也达不到你的高度，但是我依然不会放弃我的梦想，即使是你们替我完成称霸全国。你们的成功也是我的成功，因为我们是一起得（暮目公延）。,正能量,positive
1344, 【正能量语录】青春，像一支熊熊的火炬。应该用它点燃自己的才能和智慧，点燃自己的意志和勇敢，点燃为振兴中华而献身的光辉人生。,正能量,positive
1345, 别再为错过了什么而懊悔。你错过得人和事，别人才有机会遇见，别人错过了，你才有机会拥有。人人都会错过，人人都曾经错过，真正属于你的，永远不会错过。,正能量,positive
1346, 虽说成功乃失败之母，但成功不一定非要经历失败的过程，但一点可以肯定，经历了失败的洗礼，人的潜能、经验、思想绝对可以挖掘的更深、更高、更远。,正能量,positive
1347, 【励志句子】生命的意义在于多为他人着想对于我来说，生命的意义在于设身处地替人着想，忧他人之忧，乐他人之乐。[德]爱因斯坦引自《爱因斯坦》第287页。,正能量,positive
1348, 未来的人生旅途中：我们应该从容一点，潇洒一点，开朗一点，明智一点，随和一点，放松一点，淡泊一点，想开一点，现实一点，能干一点，成功一点，自信一点，迷人一点，快乐一点，幸福一点。,正能量,positive
1349, 【励志句子】凡是熟悉实际生活，阅历丰富的人都知道：要管理就要内行，就要精通生产的一切条件，就要懂得现代高度的生产技术，就要有一定的科学修养。——[前苏联]列宁,正能量,positive
1350, 成功是一种观念，致富是一种义务，快乐是一种权力。假如有一天我们不在一起了，也要像在一起一样。,正能量,positive
1351, 【励志句子】理想是悬在心头的一轮明月，月亮是逆境中点化一切的魔杖，魔杖能使强者迸发出更旺盛的力量，引导你走向辉煌的黎明。,正能量,positive
1352, 【正能量语录】要给真理下一个满意的论断，必定会比一个党派给一场争论下一个满意的判断更像一位专断者。——[古希腊]亚里士多德,正能量,positive
1353, 吃别人所不能吃的苦，忍别人所不能忍的气，做别人所不能做得事，就能享受别人所不能享受的一切。,正能量,positive
1354, 【正能量句子】俭则寡欲。君子寡欲则不役于物，可以直道而行；小人寡欲则能谨身节用，远罪丰家。——司马光,正能量,positive
1355, 成功属于精简敏捷的组织。因为这样的组织监督最少，策略最多，决策最快，信心最足。,正能量,positive
1356, 机会永远不会去叩响懒惰者的家门，机会也从不与犹豫不决者挽手同行。,正能量,positive
1357, 虚心的往往成功，骄傲的常常失败；勤奋的往往成功，懒惰的常常失败；自信的往往成功，自卑的常常失败。,正能量,positive
1358, 机会对每个人都是平等的，只是各人对待机会的态度是不同的。,正能量,positive
1359, ⊙教养决定一切。桃子从前本是一种苦味的扁桃；卷心菜只是受大学教育的黄芽罢了。——马克·吐温,正能量,positive
1360, ⊙我所得到的最好教训，都是来自我的错误的失败中——过去的愚蠢的错误，便是将来的智慧与成功。——[日本]艾德华兹,正能量,positive
1361, 善待自己，幸福无比，善待别人，快乐无比，善待生命，健康无比。人生不过三万天，成功失败均坦然，是非恩怨莫在意，健康快乐最值钱。,正能量,positive
1362, 差不多每天我们都会遇到棘手难办的事，优秀的专业人员和成功的名人差不多都是不畏艰难，全力以赴，面对困难的。,正能量,positive
1363, ⊙天才总应该伴随着导向一个目标的、有头脑的、不间断的练习，没有这一点，甚至连最幸运的才能，也会无影无踪的消失。[法]德拉克罗瓦引自《德拉克罗瓦论美术和美术家》第315页。,正能量,positive
1364, 赢利才是硬道理，不论绩优绩差，不论投资投机，不论长线短线，只要能赢利就意味着投资成功。,正能量,positive
1365, ⊙决没有任何一个人得天独厚，其命运比别人高超。自然对有生血气之伦，无不一视同仁地善意看待。——[英国]莫尔,正能量,positive
1366, 一个人一时的成功可能表现为名利的成功，而一生的成功应该是指人格的成功。做人成功了，一切都会成功。真正的成功，是在别人的需要上看到自己的责任，并努力作出贡献。,正能量,positive
1367, 挑战一项永远不会登上吉尼新的世界纪录。例如每天都在挑战如何成为一个“全世界最无聊的人”。,正能量,positive
1368, 我也不知怎样才好，女儿是顺产成功了，我也荣幸的当上了父亲，可我心里一直没法平静，我去过那么多的医院，我还是第一个看到这么负责任的医院，而且医生的医德又是这么的高尚。,正能量,positive
1369, 时光，总是恬淡的，君不见，那翻阅过得书，充满了淡淡的清香，即便有褶皱，有划痕，也无形中沉淀了书的厚重。,正能量,positive
1370, ⊙也许我们不大注意，我们时常用了各种方式称赞着别人，——其实是在称赞着自己。[德]克雷洛夫《克雷洛夫寓言》第174页。,正能量,positive
1371, ⊙一个和命运挣扎，放弃了斗争，在事过境迁之后，悲剧才在回忆，徒然的后悔，从渴望的洪流中产生出来。——林语堂,正能量,positive
1372, 【成功人生的八种心态】一、积极的心态；二、学习的心态；三、付出的心态；四、宽容的心态；四、宽容的心态；五、合作心态；六、自律的心态；七、感恩的心态；八、归零的心态。 ,正能量,positive
1373, 国民的感情中最难克服的要数骄傲了，随你如何把它改头换面，与之斗争，使之败阵，扑而灭之，羞而辱之，它还会探出头来，显示自己。——富兰克林,正能量,positive
1374, 发现的历史表明，机遇起着重要的作用，但另一方面，即使在那些因机遇而成功的发现中，机遇也仅仅起到一部分的作用。,正能量,positive
1375, 一个人是否有足够的“志气”，直接决定事情的成败。我们只要不放弃自己的愿望，不改变自己的初衷，在自己认为最适合的事情上面去求发展，就自然会有成功的一天。——罗兰,正能量,positive
1376, 【成功人士的抗压秘籍】①懂得说不；②知足；③不问万一……怎么办？；④离线；⑤不给自己消极的暗示；⑥睡眠充足；⑦健身；⑧不记仇；⑨不会硬拼；⑩练习正念。,正能量,positive
1377, ⊙心可逸，形不可不劳休息之隶属于工作，正如眼脸之隶属于眼睛。[印度]泰戈尔《飞鸟集》第4页。,正能量,positive
1378, 【哲理心语】失败是成功之母。没有失败就没有成功，这绝对是经验之谈。错并不意味着损失，它同样也是收获将要来临的象征。走过了失败，我们离成功还远吗？,正能量,positive
1379, ⊙一个人固然不可以妄自尊大，但也不可以妄自菲薄，我们即使做不到，也要努力朝着那个方向走。——郭沫若,正能量,positive
1380, 一个人越是一事无成，就越喜欢在吵架中获胜，因为这是他为数不多的能获得成功的领域。,正能量,positive
1381, 童年的梦是生活的太阳，面对它时，再酸楚的泪都会折射出绚丽的色彩，也正是因为童年的梦，我们会不断拼搏，不断努力去追求那个梦，一直走，一直向成功走。,正能量,positive
1382, ⊙人类是能劳动的动物。即使是小人物，只要想工作，便会涌现无限的力量！要相信，即使是小人物，只要有做得意志在，什么事都做得了的。——[前苏联]高尔基,正能量,positive
1383, 有时候，就是想大哭一场，因为心里憋屈。有时候，就是想疯癫一下，因为情绪低落。有时候，就是想破口大骂，因为心里不爽。有时候，就是想安安静静，因为真的我累了。,正能量,positive
1384, ⊙贫穷而知足，可以赛过富有。[英]莎士比亚《奥瑟罗》，引自《莎士比亚全集》第9集，第337页。,正能量,positive
1385, ⊙一行闪电降下千万行甘霖，两根筷子能夹取生活……精短的诗只要一行两行……就够了，它虽然短却意犹未尽。世上许多事都如写短诗，短小里面有乾坤。——张绍民,正能量,positive
1386, 【低调做人是一种境界，更是一种风范，用这种态度去生活的人，在人生之路上能够走得更加洒脱，能够让自己的路更加平坦。成功者往往都能够保持低调的姿态去走好人生的每一步。】,正能量,positive
1387, 木桶最短一截决定其容量，铁链最弱一环决定其强度，人最大缺点决定其是否成功。,正能量,positive
1388, 世上怪人很多很杂很多样化，之所以怪，是因与大多人不同，要允许其存在。若他不害人，不必过分对其抨击；他造自己的孽，自己当受之。他若害人且不自知，当出手治之。,正能量,positive
1389, 言多必失，沉默是金。倾听是一种智慧、一种修养、一种尊重、一种心灵的沟通。平静是一种心态、一种成熟,正能量,positive
1390, ⊙人的生命，似洪水在奔流，不遇着岛屿、暗礁，难以激起美丽的浪花。——[前苏联]奥斯特洛夫斯基,正能量,positive
1391, 人只活在当下，只活在呼吸之间，只活在心意之间！怎样的心意就有怎样的感受！就有怎样的人生！,正能量,positive
1392, ⊙搞科学工作需要人的全部生命，八小时的工作制是行不通的。朱冼引自《中外名人治学的故事》第89页。,正能量,positive
1393, 爱自己的人面上散发的光芒是骗不了别人的，你会活在平静、淡定、喜悦中，绝少埋怨，鲜有不满，没有太多话需要澄清，说清楚，内心是一片宁静而有力量的海。,正能量,positive
1394, 你要注意不要一遍又一遍地重复同样的成就。这样做就太过了，你会显得在自吹自擂。这其中有一个平衡。在这同时，你必须说些别的东西，而不只是那些你做得很成功的事情。 ,正能量,positive
1395, 播下一个行动，收获一种习惯；播下一种习惯，收获一种性格；播下一种性格，收获一种命运。思想会变成语言，语言会变成行动，行动会变成习惯，习惯会变成性格。性格会影响人生！,正能量,positive
1396, ⊙……爱情进了人的心里，是打骂不走的。它既然到了你的身上，就会占有你的一切。——莎士比亚,正能量,positive
1397, ⊙不管人们的命运看来多么悬殊，还是存在着使好运与厄运相互平等的某种补偿。——[法国]拉罗什富科,正能量,positive
1398, 在逆境中，只要自己的信心不倒，不利的环境并不能成为阻碍一个人成功饿绊脚石。在逆境中，在得不到别人帮助的情况下实现自己的理想，是一种更大的成功。,正能量,positive
1399, ⊙发明家该有一个这样的属于他自己的世界：孕育着各种各样离奇想象的大地和能驰骋思维的天空。,正能量,positive
1400, 不是井里没有水，而是挖的不够深；不是成功来的慢，而是放弃速度快。得到一件东西需要智慧，放弃一样东西则需要勇气！,正能量,positive
1401, ⊙共同的事业，共同的斗争，可以使人们产生忍受一切的力量。我们整个生活就是斗争。喊“顽强精神万岁吧”，只有意志坚强的人才能战胜。一奥斯特洛夫斯基,正能量,positive
1402, ⊙尽管人生是一种折磨，是一部莎士比亚笔下的悲喜剧，但你只要有战胜一切困难的勇气和信心，那么未来将赋予你应得的奖赏，幸福也会微笑着投入你的怀抱。,正能量,positive
1403, ⊙一个人写一本关于他来生生活的书——一本在他还活着的时候给人们看的书——，总是不敢真正直言不讳地说话，尽管他千般努力，临死还是失败。——马克·吐温,正能量,positive
1404, ⊙在命运面前，强者和弱者的区别仅仅是，前者因为不屈而抗争，后者因为屈服而束手。——汪国真,正能量,positive
1405, ⊙如果我成功了，我会快乐：如果我失败了，我会从失败上踏过，那么成功将在遥远的地平线上等待着我，这样，我会依然快乐。,正能量,positive
1406, ⊙唯有对外界事物抱有兴趣才能保持人们精神上的健康。[英]罗素《斯多噶主义和心理健康》，《真与爱》第48页。,正能量,positive
1407, 如果你真爱一个人，就要爱他原来的样子──爱他的好，也爱他的坏：爱他的优点，也爱他的缺点，绝不能因为爱他，就希望他变成自己所希望的样子。,正能量,positive
1408, 每个人的人生轨迹恐怕都是事先命定的，但是你得努力，并相信命运是掌握在自己手中的，人不怕有理想，不怕这个理想有多高多远多大，只要坚持，不过分高估自己，总会成功。,正能量,positive
1409, 早安心语：(一)躺着思想，不如站起行动！(二)无论你走了多久，走了多累，都千万不要在“成功”的家门口躺下休息；(三)梦想不是幻想。,正能量,positive
1410, 真正的强者在于能包容生活的艰辛，能接纳别人的挑战，能经得住挫折的打击。,正能量,positive
1411, ⊙朋友们，朝着太阳奔去吧，为了人类的幸福之花快点开放！挡住太阳的树叶能怎么样？树枝能怎么样？——拨开它们，朝着太阳，努力奋斗吧……[德]黑格尔《黑格尔书信集》第1卷，第23页。,正能量,positive
1412, ⊙爱情之需要理性内容，犹如燃烧之需要油脂只有驱遣人以高尚的方式相爱的那种爱神才是美，才值得颂扬。[古希腊]柏拉图《文艺对话集》第225页。,正能量,positive
1413, 【克里斯托尔定律：遭到失败是件麻烦事，但获得成功时，真正的祸患就一开始了】。,正能量,positive
1414, 生命只有开始和结束，而学习只有开始，成功只有结束，用生命开始侵染知识的道路，用成功的结束开通生命的开始，永不放弃。,正能量,positive
1415, ⊙人生的旅途既坎坷又漫长。朋友，请不要叹惜，不要悲伤，不要自卑，要以坚强的毅力，永无休止地走着。,正能量,positive
1416, ⊙道德不是记熟几句格言，就可以了事的，要重在实行。随时随地，抱着试验的态度。蔡元培《蔡元培教育文选》第117-118页。,正能量,positive
1417, 箭手啊，生命之弓就在你的脚下横着，快俯身拣起，把理想的银矢搭在弓弦上射吧！,正能量,positive
1418, ⊙他们把自由恋爱作为终极目标，有了爱人便什么都不要了，对社会不作贡献，人生价值最少。向警予《中国知识妇女一派》。人必生活着，爱才有所附丽。鲁迅《鲁迅小说诗歌散文选》第146页。,正能量,positive
1419, ⊙真正勇敢的人，应当能够智慧地忍受最难堪的屈辱，不以身外的荣辱介怀，用息事宁人的态度避免无谓的横祸。——[英国]莎士比亚,正能量,positive
1420, 最美的刺绣，总是以明丽的花朵映衬于暗淡的背景，最辉煌的成就，总是因艰苦卓绝的奋斗而生成。,正能量,positive
1421, 失败是什么？没有什么，只是更走近成功一步；成功是什么？就是走过了所有通向失败的路，只剩下一条路，那就是成功的路。,正能量,positive
1422, ⊙哪里有名誉，哪里几乎一切都是顺理成章的；哪里没有名誉，哪里就不得不用繁文缛节和阿谀奉承来加以弥补。——[英国]培根,正能量,positive
1423, 不要去恨一个你爱过得人，不要追问分手的理由，不要恳求复合的可能。转个身，让自己快乐那才是最真的。,正能量,positive
1424, ⊙有一条路迢迢的，我用思念接起，愿它带我悄悄地走进你梦中——我那妥善地藏匿了许久的心，从不轻易为谁而动摇的心，像冬眠后阳光缓缓地苏醒，愉快的等候，并祈求，祈求……,正能量,positive
1425, 强者在失败面前会越挫越勇，所以我们应该正视失败，正确面对失败，只有这样才能让挫折成为我们走向成功的阶梯。,正能量,positive
1426, ⊙茅屋陋室也不拒绝爱神降临爱是亘古长明的灯塔，它定睛望着风暴却兀不为动。[英]莎士比亚《十四行诗》，《莎士比亚全集》第11卷，第274页。,正能量,positive
1427, 我们依旧善良，当周遭的尘埃落满我们的心灵时，我们挥挥手将之拭去，却不得不忍受心灵这不忍触摸的痛。年幼无知，我们不懂成人世界的规则…,正能量,positive
1428, 心底无私天地宽，眼界放宽方向明；良好心态助成功，厚德善举留美名；助人为乐献爱心，修身律己多善行；人生财富是诚信，学会感恩万事兴。,正能量,positive
1429, ⊙一生中，每个人都要探索、奉献，也要索取。它们仿佛是生命乐章中的三种旋律，或婉转：或高亢；或深沉。只有当这三种旋律和谐地交织在一起时，才能奏出美妙的乐章。,正能量,positive
1430, 因为我名满天下，获得成功，很多人会说你这也棒那也棒，你很容易变得自满，不知道下一个目标是什么。我要持续地跟自满做斗争，我还没有到功成名就那一天，还没有到退休那一天，我不能自满。,正能量,positive
1431, 酒是烈的，风是暖的，你是遥远的。成功是一种观念，致富是一种义务，快乐是一种权力。,正能量,positive
1432, ⊙当清秋萧瑟的雨，在深夜的天籁中，轻轻洒下，我的问候，将化为一脉腥红的叶，轻轻洒下：我的问候，将化为一脉腥红的叶，轻轻，轻轻告诉你——这，是思念燃烧的季节……,正能量,positive
1433, 成功没什么了不起，经得起失败才叫厉害！快乐与幸福可以说是每个人的终极追求，即每个人无论有何理想和追求，最终的目的都是为了获得快乐和幸福。只是不同的人有不同的快乐观、幸福观罢了。,正能量,positive
1434, 爱在哪里人才就出现在哪里。用心度在哪里成就出现在哪里。时间在哪里市场就出现在哪里。磨练在哪里成长就会在哪里。坚持在哪里成功就必然在哪里。,正能量,positive
1435, 人活在世上，可以没有很多，却惟独不能没有希望。希望是人类生活下来的重大价值，是人类进步的不竭源泉，是成功与胜利的必要保障。有希望之处，生命生生不息，光明长存于心。,正能量,positive
1436, 今天很残酷，明天更残酷，后天很美好。但是绝大多数人都死在明天晚上，见不到后天的太阳。道理就是这样。如果细心观察，你就会发现，最成功的人，往往是那些坚持得最持久、走得最远的人。,正能量,positive
1437, ⊙人生是指我们若没有嗜好的话，便不过如同极度无聊，经营不善的剧院而已。——[英国]斯蒂文生,正能量,positive
1438, 要想做个成功者。你就得从工作中派生出意义来，并身体力行去实际工作。即使干着似乎是徒劳无益的事情，也应该尽力而为。,正能量,positive
1439, 思想发现呆板的信仰拼命地攫取无限的权力，以便奴役一切感情，它藏 着一双无恶不作的利爪，它沉重的双翼软弱无力，它空虚的眼睛视而不见。,正能量,positive
1440, ⊙路，对于一个懦弱者来说，前头是荆棘丛生的荒野，对于一个强者来说，前头是开满鲜花的平原。,正能量,positive
1441, 目标象蝴蝶，你去追它会追得很辛苦；如果你种很多花，蝴蝶会自己飞过来，只有不断提升自己，才能获得更多机会，成功不是战胜别人，而是改变自己。,正能量,positive
1442, ⊙在一切使人格堕落的不道德的行为之中，自私是最可恨、最可耻的。[英]萨克雷《名利场》第2册，第741页。,正能量,positive
1443, 【励志的句子】试着做个个性坚强的人，只要相信是好的，就坚持下去，不要让别人动摇我们。既然这世界罕有好的典范，就让我们成为好的典范吧。,正能量,positive
1444, 培养纯洁无私的精神，保持坚定纯洁的信念，致力于自己设定的目标，通过挖掘自己内在潜能来改变外在的生活环境，你就可以获得永久的健康与成功，获得伟大的影响与能量。,正能量,positive
1445, ⊙切莫轻信过度谦虚的人，尤其对方摆出讽刺他自己的态度时，更不能骤然相信。因为这种谦虚的背后，可能隐藏着强烈的虚荣心和功名心。——[法国]伏尔泰,正能量,positive
1446, ⊙如果一个人的激情，无论在快乐还是苦恼中，都保持不忘理志所教给的关于什么应当恐惧，什么不应当惧怕的信条，那么我们就因他的激情部分而称每个这样的人为勇敢的人。——[古希腊]柏拉图,正能量,positive
1447, 人这辈子，什么激情、爱情，最后都得输给琐碎的日子。赶紧在还相信童话的年纪做梦吧。作为失败的典型，我简直太成功了。,正能量,positive
1448, ⊙对周围世界的美感，能陶冶学生的情操，使他们变得高尚文雅，富有同情心，憎恶丑行。[苏]苏霍姆林斯基《和青年校长的谈话》第102页。,正能量,positive
1449, ⊙你有信仰就年轻如果信念的热力不能使心灵感到温暖，那还谈得上什么幸福。[俄]冈察洛夫《平凡的故事》第363页。,正能量,positive
1450, ⊙应当耐心听取他人的意见，认真考虑指责你的人是否有理。如果他有理，你就修正自己的错误，如果他理亏，只当没听见。若他是一个你所敬重的人，那么可以通过讨论，提出他不正确的地方。一达·芬奇,正能量,positive
1451, 只有事业没有家庭的女人，不是一个成功的女人，可是光有事业没有家庭的男人，却是钻石王老五。,正能量,positive
1452, ⊙时间与事业的关系，有点像金钱与商品的关系。做事情费时太多，就意味着买东西付出了高昂的代价。——培根,正能量,positive
1453, ⊙写作的人像画家不应该停止画笔一样，也是不应该停止笔头的。随便他写什么，必须每天写，要紧的是叫手学会完全服从思想。[俄]果戈里《致契诃夫》，引自《大作家与创作》第57页。,正能量,positive
1454, 其实成功的大门是虚掩的，只要咱们勇敢的叩开，大胆地走进去，呈此刻咱们面前的是崭新的天地。,正能量,positive
1455, 成功是优点的发挥，失败是缺点的累积。走对了路的原因只有一种，走错了路的原因却有很多。,正能量,positive
1456, 花时间学习别人成功的经验，也花时间学习别人失败的经验，要改变命运，先改变心态。,正能量,positive
1457, 没有人甘于平庸，每个人都有追求卓越的欲望，然而，许多人都在迷惘，因为他们不知道怎样才能从平凡处到达卓越的彼岸。他们把成功的因素想得太简单了。,正能量,positive
1458, ⊙学习就像登山一样，决不能好高骛远，怕难畏苦。只有踏踏实实，一步一个脚印地攀登，才能到达知识的高峰。,正能量,positive
1459, ⊙没有声响，却奏鸣着生命的乐章；没有色彩，却闪耀着理想的光芒：没有形状，却塑造着灵魂的形象。我们在生活中思考，我们在思考中成长。,正能量,positive
1460, ⊙所谓德就是人的力量的发挥，恶就是无法发挥力量。恶的本质是无能。[德]埃里希·弗罗姆《人性的追求》第72页。,正能量,positive
1461, ⊙过度的希望，自然而然地产生了极度的失望。[阿根廷]博尔赫斯《巴别图书馆》，《博尔赫斯短篇小说集》第64页。,正能量,positive
1462, 参差不齐，才构成了这世界上一道道亮丽的风景。卞之琳说：你站在桥上看风景，看风景的人在楼上看你。,正能量,positive
1463, 我们都要好好的，不压抑，不憋屈，自己的心情自己去调理。我们都要好好的，为了亲人，为了自己，养好身体，爱惜生命。,正能量,positive
